Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Breloom,71.9,286,grass,fighting,150,96.7,103,1494123,21,1500,Force Palm,Dynamic Punch,Grass Knot*,5,5,3,50000
Slowking,71.9,199,water,psychic,113.4,120.9,144,1974848,22,1500,Confusion,Surf*,Blizzard,4,6,3,50000
Vaporeon,71.9,134,water,none,118.5,96.9,165,1894159,18,1500,Water Gun,Aqua Tail,Last Resort*,12,19,5,75000
Buneary,71.8,427,normal,none,121.8,100.8,135,1658639,50,1423,Quick Attack,Swift,Fire Punch,5,5,3,50000
Floragato,71.8,907,grass,none,124.5,110.6,131,1803025,37,1500,Leafage,Energy Ball,Play Rough,6,8,3,10000
Cinderace,71.7,815,fire,none,139,99.4,117,1617082,18.5,1500,Fire Spin,Blast Burn*,Pyro Ball,5,4,3,10000
Delphox,71.7,655,fire,psychic,132.6,115.6,110,1686664,18,1499,Fire Spin,Psyshock,Blast Burn*,4,5,3,10000
Dolliv,71.6,929,grass,normal,118.5,122.7,130,1889662,50,1497,Magical Leaf,Earth Power,Trailblaze,5,5,3,50000
Floatzel,71.6,419,water,none,143.8,81.7,133,1563742,22.5,1500,Waterfall,Aqua Jet,Swift,4,4,3,50000
Gloom,71.6,44,grass,poison,121.4,116,131,1844296,37,1498,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Oddish (Shadow),71.5,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,5,7,3,50000
Growlithe,71.4,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Flame Wheel,Body Slam,5,4,3,50000
Stoutland,71.3,508,normal,none,123.9,116.2,125,1799428,19.5,1496,Sand Attack,Wild Charge,Crunch,12,12,1,10000
Pidgeotto,71.1,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Twister,5,5,1,10000
Ponyta (Shadow),71.1,77,fire,none,133.5,108.2,116,1675972,36,1500,Ember,Flame Wheel,Stomp,5,5,3,50000
Omanyte,70.9,138,rock,water,128,135.3,101,1749618,43,1500,Mud Shot,Rock Tomb*,Rock Blast,6,5,5,75000
Volcanion,70.9,721,fire,water,135.6,117.4,103,1639861,15,1494,Incinerate,Scald,Overheat,3,3,20,100000
Ceruledge,70.8,937,fire,ghost,136.4,114,106,1647731,17.5,1500,Incinerate,Shadow Ball,Heat Wave,3,3,5,50000
Luxray,70.8,405,electric,none,138,99,119,1625573,19,1500,Spark,Wild Charge,Psychic Fangs*,7,5,5,75000
Flareon,70.7,136,fire,none,142.3,110,100,1564103,18,1498,Ember,Superpower*,Heat Wave*,5,5,5,75000
Jolteon,70.7,135,electric,none,137.4,114.7,103,1623594,19,1498,Thunder Shock,Discharge,Last Resort*,5,7,5,75000
Porygon,70.7,137,normal,none,120,115.4,135,1870465,35.5,1500,Quick Attack<sup>†</sup>,Discharge*,Hyper Beam,5,10,3,50000
Karrablast,70.5,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,Drill Run,X-Scissor,10,10,3,50000
Dustox,70.3,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Silver Wind,Sludge Bomb,4,4,1,10000
Houndour (Shadow),70.3,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,5,7,3,50000
Eldegoss,70.2,830,grass,none,108.4,160.5,119,2069942,28.5,1498,Bullet Seed,Energy Ball,Grass Knot,4,4,3,50000
Charmeleon (Shadow),70,5,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Fire Punch,Flamethrower,5,7,3,10000
Blissey,69.9,242,normal,none,81,111.3,307,2768972,20.5,1500,Zen Headbutt,Wild Charge*,Dazzling Gleam,8,10,5,75000
Cherrim (Sunshine),69.9,421,grass,none,121.9,116.3,130,1842766,27.5,1500,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Gloom (Shadow),69.9,44,grass,poison,121.4,116,131,1844296,37,1498,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Chandelure (Shadow),69.7,609,ghost,fire,151.5,105.2,93,1481922,17,1498,Incinerate,Shadow Ball,Energy Ball,3,3,5,75000
Corsola,69.7,222,water,rock,108.6,142,134,2066246,49,1500,Bubble,Power Gem,Rock Blast,5,4,3,50000
Larvesta,69.7,636,bug,fire,130.8,99.8,131,1710210,45.5,1499,Ember,Flame Wheel,Bug Buzz,5,7,5,75000
Skrelp,69.4,690,poison,water,104.2,104.2,127,1378846,50,1202,Acid,Aqua Tail,Twister,5,5,3,50000
Tauros,69.3,128,normal,none,125.1,119.5,120,1794891,21.5,1499,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Ninjask,69.2,291,bug,flying,144.8,88.4,121,1549131,28.5,1499,Fury Cutter,Shadow Ball,Aerial Ace,13,12,5,75000
Omastar,69.2,139,rock,water,126.6,128.4,109,1773092,20,1500,Mud Shot,Rock Slide*,Hydro Pump,5,9,5,75000
Rotom,69.2,479,electric,ghost,132.4,120.5,106,1691086,27.5,1499,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Exeggutor (Shadow),69.1,103,grass,psychic,136.2,92.5,131,1650175,18.5,1499,Confusion,Seed Bomb,Psychic,3,4,3,50000
Pyroar,69.1,668,fire,normal,135,98,126,1666684,20,1500,Incinerate,Flame Charge,Dark Pulse,3,3,3,10000
Chandelure,69,609,ghost,fire,151.5,105.2,93,1481922,17,1498,Incinerate,Shadow Ball,Energy Ball,3,3,5,75000
Charmeleon,69,5,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Fire Punch,Return<sup>†</sup>,5,8,3,10000
Vileplume,69,45,grass,poison,128.8,112.7,120,1742867,21.5,1499,Acid,Sludge Bomb,Petal Blizzard,7,9,3,50000
Mantyke,68.9,458,water,flying,100.8,163,120,1972572,50,1411,Bubble,Water Pulse,Aerial Ace,5,5,5,10000
Omastar (Shadow),68.6,139,rock,water,126.6,128.4,109,1773092,20,1500,Mud Shot,Rock Slide*,Hydro Pump,5,9,5,75000
Grotle (Shadow),68.3,388,grass,none,117.8,114.9,141,1908142,30,1500,Razor Leaf,Energy Ball,Body Slam,12,9,3,10000
Quilava,68.3,156,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Flame Charge,Dig,6,6,3,10000
Quilava (Shadow),68.2,156,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Flame Charge,Dig,6,6,3,10000
Slowking (Shadow),68.2,199,water,psychic,113.4,120.9,144,1974848,22,1500,Confusion,Surf*,Blizzard,4,6,3,50000
Delcatty,68,301,normal,none,111.9,116.8,153,2000374,46.5,1496,Charm,Wild Charge,Disarming Voice,6,6,3,50000
Cloyster,67.9,91,water,ice,119,169.8,93,1879927,22,1498,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Croconaw,67.9,159,water,none,117.7,120,135,1907626,35.5,1500,Water Gun,Ice Punch,Water Pulse,14,17,3,10000
Heatmor,67.9,631,fire,none,134.7,92.6,134,1671446,23.5,1500,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Rotom (Mow),67.9,479,electric,grass,128.8,144.9,93,1736642,21.5,1500,Thunder Shock,Ominous Wind,Leaf Storm,5,7,5,75000
Stufful,67.8,759,normal,fighting,124.8,92.2,156,1794685,49.5,1499,Tackle,Superpower,Stomp,14,14,1,10000
Lilligant (Hisuian),67.7,549,grass,fighting,133.5,107.8,117,1682787,22,1499,Bullet Seed,Upper Hand,Petal Blizzard,4,5,1,10000
Oricorio (Pom-Pom),67.6,741,electric,flying,130.9,102.1,128,1710403,24,1497,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Ponyta,67.6,77,fire,none,133.5,108.2,116,1675972,36,1500,Ember,Flame Wheel,Stomp,5,5,3,50000
Tentacool (Shadow),67.6,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Wrap,Water Pulse,5,6,3,50000
Tirtouga (Shadow),67.6,564,water,rock,114.4,132.5,130,1969593,46.5,1500,Water Gun,Surf,Body Slam,15,12,5,75000
Tentacool,67.4,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Wrap,Water Pulse,5,6,3,50000
Darmanitan (Standard) (Shadow),67.3,555,fire,none,149.8,72.1,138,1489923,17.5,1496,Incinerate,Rock Slide,Overheat,3,3,3,50000
Tirtouga,67.3,564,water,rock,114.4,132.5,130,1969593,46.5,1500,Water Gun,Surf,Body Slam,15,12,5,75000
Darmanitan (Standard),67.2,555,fire,none,149.8,72.1,138,1489923,17.5,1496,Incinerate,Rock Slide,Overheat,3,3,3,50000
Exeggutor,67.2,103,grass,psychic,136.2,92.5,131,1650175,18.5,1499,Confusion,Seed Bomb,Psychic,3,4,3,50000
Rillaboom,67.2,812,grass,none,132.4,99.3,129,1696084,16.5,1499,Razor Leaf,Drum Beating,Earth Power,9,13,3,10000
Sharpedo (Shadow),67.1,319,water,dark,166.6,64.1,126,1345428,25.5,1498,Waterfall,Crunch,Poison Fang,5,4,3,50000
Snover (Shadow),67.1,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Energy Ball,Ice Beam,6,7,3,50000
Nuzleaf (Shadow),67,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Ho-Oh,66.9,250,fire,flying,123,128.5,114,1800807,14,1491,Incinerate,Brave Bird,Sacred Fire*,3,4,20,100000
Snover,66.9,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Energy Ball,Ice Beam,6,7,3,50000
Torracat,66.9,726,fire,none,135.6,89.9,135,1644555,35,1496,Ember,Flame Charge,Crunch,6,5,3,10000
Prinplup,66.8,394,water,none,118.6,117.1,136,1888948,36.5,1498,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Weepinbell (Shadow),66.7,70,grass,poison,139.4,82.7,140,1613476,39.5,1500,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Croconaw (Shadow),66.6,159,water,none,117.7,120,135,1907626,35.5,1500,Water Gun,Ice Punch,Water Pulse,14,17,3,10000
Exploud,66.6,295,normal,none,119.8,99.5,157,1870373,24,1500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Shellos,66.6,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Body Slam,Water Pulse,4,5,3,50000
Carnivine,66.5,455,grass,none,130.2,101.9,130,1724039,25.5,1499,Vine Whip,Energy Ball,Crunch,6,6,5,75000
Grotle,66.5,388,grass,none,117.8,114.9,141,1908142,30,1500,Razor Leaf,Body Slam,Energy Ball,9,12,3,10000
Porygon2,66.5,233,normal,none,122.2,117.9,127,1829984,20.5,1498,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Basculin,66.4,550,water,none,134,97.2,129,1679476,27,1500,Water Gun,Aqua Tail,Aqua Jet,12,14,1,10000
Darumaka (Shadow),66.4,554,fire,none,131.9,82.3,157,1705667,50,1500,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Watchog,66.3,505,normal,none,125.2,114.1,125,1785264,31.5,1500,Low Kick,Crunch,Hyper Fang,6,7,1,10000
Watchog (Shadow),66.3,505,normal,none,125.2,114.1,125,1785264,31.5,1500,Low Kick,Crunch,Hyper Fang,6,7,1,10000
Darumaka,66.2,554,fire,none,131.9,82.3,157,1705667,50,1500,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Shaymin (Land),66.2,492,grass,none,117.9,122.3,132,1902467,17,1498,Magical Leaf,Grass Knot,Seed Flare*,5,8,20,100000
Tsareena,65.9,763,grass,none,130.4,120.7,109,1715364,18.5,1496,Magical Leaf,Triple Axel,High Jump Kick*,5,6,3,10000
Luxio,65.8,404,electric,none,133.3,91.1,139,1686895,47.5,1499,Spark,Wild Charge,Crunch,7,7,5,75000
Pineco,65.8,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Sand Tomb,17,14,5,75000
Swellow (Shadow),65.7,277,normal,flying,136,100,121,1645136,29,1499,Wing Attack,Brave Bird,Sky Attack,7,7,1,10000
Purugly,65.5,432,normal,none,125.5,105.5,134,1775269,28.5,1493,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Simisage,65.5,512,grass,none,136,95.8,126,1642252,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Houndour,65.4,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,5,7,3,50000
Goldeen,65.2,118,water,none,116,105,120,1461636,50,1302,Peck,Aqua Tail,Horn Attack,5,5,3,50000
Heliolisk,65.2,695,electric,normal,138.1,112.1,105,1626001,21.5,1500,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Infernape,65.2,392,fire,fighting,136.7,100.4,119,1633131,20.5,1495,Fire Spin,Close Combat,Blast Burn*,5,5,3,10000
Dwebble (Shadow),65.1,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Tomb,5,7,1,10000
Huntail,65.1,367,water,none,130.8,125.6,104,1709128,23.5,1497,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Nuzleaf,65.1,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Persian,65,53,normal,none,118.6,116.3,137,1890318,36.5,1498,Feint Attack,Night Slash*,Power Gem,6,9,3,50000
Stufful (Shadow),65,759,normal,fighting,124.8,92.2,156,1794685,49.5,1499,Tackle,Superpower,Stomp,14,14,1,10000
Carracosta (Shadow),64.9,565,water,rock,121.4,127,120,1849862,21.5,1499,Water Gun,Liquidation,Body Slam,15,12,5,75000
Rotom (Heat),64.8,479,electric,fire,128.8,144.9,93,1736642,21.5,1500,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Sharpedo,64.8,319,water,dark,166.6,64.1,126,1345428,25.5,1498,Waterfall,Crunch,Poison Fang,5,4,3,50000
Yanma,64.8,193,bug,flying,130.8,89.7,146,1713046,46.5,1499,Wing Attack,Silver Wind,Aerial Ace,6,6,3,50000
Tangela,64.7,114,grass,none,125.6,122.9,116,1790197,25,1500,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Arboliva,64.6,930,grass,normal,129.3,116.6,115,1734048,18.5,1500,Magical Leaf,Earth Power,Trailblaze,5,5,3,50000
Cloyster (Shadow),64.6,91,water,ice,119,169.8,93,1879927,22,1498,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Teddiursa (Shadow),64.6,216,normal,none,131.5,90.5,142,1690038,49.5,1493,Lick,Swift,Cross Chop,12,12,3,50000
Frosmoth,64.5,873,ice,bug,141.5,101,111,1586766,20.5,1500,Powder Snow,Icy Wind,Bug Buzz,6,8,5,75000
Luxray (Shadow),64.5,405,electric,none,138,99,119,1625573,19,1500,Snarl,Wild Charge,Psychic Fangs*,4,3,5,75000
Poliwhirl,64.5,61,water,none,114.3,116,148,1961320,50,1500,Bubble,Scald*,Mud Bomb,5,5,3,50000
Rotom (Wash),64.5,479,electric,water,128.8,144.9,93,1736642,21.5,1500,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Carracosta,64.2,565,water,rock,121.4,127,120,1849862,21.5,1499,Water Gun,Liquidation,Body Slam,15,12,5,75000
Arcanine (Hisuian),64.1,59,fire,rock,132.4,99.5,129,1699489,17.5,1500,Snarl,Wild Charge,Rock Slide,4,4,3,50000
Dwebble,64.1,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Tomb,5,7,1,10000
Exeggcute (Shadow),64.1,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,3,4,3,50000
Tangela (Shadow),64,114,grass,none,125.6,122.9,116,1790197,25,1500,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Exploud (Shadow),63.9,295,normal,none,119.8,99.5,157,1870373,24,1500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Exeggcute,63.8,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,3,4,3,50000
Infernape (Shadow),63.7,392,fire,fighting,136.7,100.4,119,1633131,20.5,1495,Fire Spin,Close Combat,Blast Burn*,5,5,3,10000
Plusle,63.7,311,electric,none,128.2,107.2,127,1745748,33,1498,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Flaaffy,63.6,180,electric,none,121.5,100.5,151,1844088,44,1499,Charge Beam,Discharge,Trailblaze,4,5,5,75000
Eelektross,63.5,604,electric,none,133.8,99.8,126,1682153,20,1500,Volt Switch*,Dragon Claw,Thunderbolt,4,4,1,10000
Pineco (Shadow),63.5,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Sand Tomb,17,14,5,75000
Thwackey,63.5,811,grass,none,123.7,107.6,136,1808877,30,1500,Razor Leaf,Energy Ball,Grass Knot,12,13,3,10000
Vileplume (Shadow),63.4,45,grass,poison,128.8,112.7,120,1742867,21.5,1499,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Raboot,63.3,814,fire,none,128.9,103.7,130,1737824,31.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Braviary,63,628,normal,flying,133.8,92.9,135,1678339,18,1500,Air Slash,Fly,Close Combat,5,5,5,75000
Ursaluna (Shadow),63,901,ground,normal,125.6,98.7,144,1785614,14.5,1500,Tackle,Swift,High Horsepower*,12,20,3,50000
Teddiursa,62.9,216,normal,none,131.5,90.5,142,1690038,49.5,1493,Lick,Swift,Cross Chop,12,12,3,50000
Kyogre (Shadow),62.8,382,water,none,133.9,116.6,104,1623378,13,1478,Waterfall,Avalanche,Surf,5,5,20,100000
Purugly (Shadow),62.7,432,normal,none,125.5,105.5,134,1775269,28.5,1493,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Ursaluna,62.7,901,ground,normal,125.6,98.7,144,1785614,14.5,1500,Tackle,Swift,High Horsepower*,12,20,3,50000
Manectric (Shadow),62.6,310,electric,none,142.5,91.3,121,1574038,23.5,1498,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Poliwhirl (Shadow),62.6,61,water,none,114.3,116,148,1961320,50,1500,Bubble,Scald*,Mud Bomb,5,5,3,50000
Porygon (Shadow),62.5,137,normal,none,120,115.4,135,1870465,35.5,1500,Tackle*,Discharge*,Signal Beam*,14,19,3,50000
Inteleon,62.3,818,water,none,153.4,89.1,107,1461879,18.5,1500,Water Gun,Snipe Shot,Shadow Ball,12,17,3,10000
Raticate,62.3,20,normal,none,125.9,116.1,122,1783281,34.5,1499,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Ambipom (Shadow),62.2,424,normal,none,133.9,100.6,124,1669988,23,1500,Astonish,Aerial Ace,Low Sweep,5,4,3,50000
Tranquill,62.2,520,normal,flying,124,102.2,143,1812350,49.5,1500,Air Slash,Heat Wave,Aerial Ace,5,5,1,10000
Chinchou,62.1,170,water,electric,101.7,94.1,164,1569336,50,1265,Bubble,Water Pulse,Thunderbolt,5,5,3,50000
Ho-Oh (Shadow),62.1,250,fire,flying,123.5,126.5,113,1764371,14,1482,Incinerate,Brave Bird,Sacred Fire*,3,4,20,100000
Persian (Shadow),62.1,53,normal,none,118.6,116.3,137,1890318,36.5,1498,Feint Attack,Night Slash*,Power Gem,6,9,3,50000
Porygon2 (Shadow),62.1,233,normal,none,122.2,117.9,127,1829984,20.5,1498,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Houndoom (Shadow),61.6,229,dark,fire,139.6,97.3,118,1603024,21,1500,Snarl,Foul Play,Flamethrower,4,5,3,50000
Rotom (Fan),61.6,479,electric,flying,128.8,144.9,93,1736642,21.5,1500,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Toedscool,61.6,948,ground,grass,94.1,137.8,113,1465578,50,1176,Mud Slap,Earth Power,Wrap,5,5,3,50000
Entei (Shadow),61.4,244,fire,none,128.9,95.2,139,1705046,15.5,1484,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Beautifly,61.3,267,bug,flying,144.7,84,127,1543209,33,1497,Infestation,Air Cutter,Silver Wind,3,4,1,10000
Heliolisk (Shadow),61.3,695,electric,normal,138.1,112.1,105,1626001,21.5,1500,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Rotom (Frost),61.3,479,electric,ice,128.8,144.9,93,1736642,21.5,1500,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Yanmega,61.3,469,bug,flying,136.8,96.1,125,1643327,19,1500,Wing Attack,Aerial Ace,Ancient Power,6,6,3,50000
Prinplup (Shadow),61.2,394,water,none,118.6,117.1,136,1888948,36.5,1498,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Flaaffy (Shadow),61.1,180,electric,none,121.5,100.5,151,1844088,44,1499,Charge Beam,Trailblaze,Discharge,5,4,5,75000
Sunflora,61.1,192,grass,none,128.7,102.2,132,1736327,26,1499,Bullet Seed,Sludge Bomb,Leaf Storm,4,5,3,50000
Bulbasaur,61,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Seed Bomb,7,5,3,10000
Entei,61,244,fire,none,129.3,96.2,140,1741304,16,1500,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Vivillon,60.8,666,bug,flying,131.7,86.3,149,1694365,30,1498,Gust,Energy Ball,Hurricane,4,5,1,10000
Raticate (Shadow),60.7,20,normal,none,125.9,116.1,122,1783281,34.5,1499,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Clamperl,60.6,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Water Pulse,12,17,3,50000
Brionne,60.5,729,water,none,125.9,117.1,121,1782789,30,1500,Charm,Aqua Jet,Disarming Voice,5,6,3,10000
Kingler (Shadow),60.5,99,water,none,144.5,115.6,93,1553975,19.5,1500,Bubble,Crabhammer,X-Scissor,5,4,3,50000
Houndoom,60.3,229,dark,fire,139.6,97.3,118,1603024,21,1500,Snarl,Foul Play,Flamethrower,4,5,3,50000
Indeedee (Female),60.3,876,psychic,normal,121.7,128.2,118,1842015,23.5,1500,Extrasensory,Energy Ball,Psychic,5,6,3,50000
Boltund,60.2,836,electric,none,136.9,95.4,126,1645126,26,1500,Spark,Crunch,Thunder,7,9,1,50000
Luxio (Shadow),60.2,404,electric,none,133.7,90.2,139,1677029,46,1499,Spark,Wild Charge,Crunch,7,7,5,75000
Mothim,60.2,414,bug,flying,140,83,138,1603038,31.5,1500,Bug Bite,Aerial Ace,Bug Buzz,15,20,1,10000
Oricorio (Baile),60.2,741,fire,flying,130.9,102.1,128,1710403,24,1497,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Loudred (Shadow),60,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Accelgor (Shadow),59.9,617,bug,none,143.2,84.9,129,1568558,22.5,1500,Water Shuriken,Energy Ball*,Bug Buzz,4,5,3,50000
Whirlipede,59.9,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Gyro Ball,6,6,1,10000
Simisear,59.6,514,fire,none,136,95.8,126,1642252,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Illumise,59.5,314,bug,none,111.4,136.2,133,2018689,33.5,1500,Tackle,Silver Wind,Dazzling Gleam,15,19,3,50000
Rowlet,59.5,722,grass,flying,98.3,95.8,154,1450375,50,1196,Leafage,Energy Ball,Seed Bomb,6,5,3,10000
Fuecoco,59.3,909,fire,none,106.7,93.3,152,1513000,50,1274,Incinerate,Crunch,Flamethrower,3,3,3,10000
Tranquill (Shadow),59.2,520,normal,flying,124,102.2,143,1812350,49.5,1500,Air Slash,Heat Wave,Sky Attack,5,6,1,10000
Lombre,58.9,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Scald,Grass Knot,5,5,3,50000
Maractus,58.9,556,grass,none,135.5,95.2,128,1652028,24.5,1498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Seel,58.9,86,water,none,84,114.3,149,1430849,50,1098,Water Gun*,Aqua Tail,Icy Wind,12,15,3,50000
Ribombee,58.6,743,bug,fairy,136.3,105.9,114,1645225,25.5,1497,Fairy Wind,Dazzling Gleam,Bug Buzz,7,7,1,10000
Masquerain,58.5,284,bug,flying,129.6,109.1,122,1725007,24.5,1497,Air Slash,Air Cutter,Lunge,4,5,1,10000
Stantler,58.5,234,normal,none,132.1,99.5,129,1695309,26,1499,Tackle,Wild Charge,Stomp,15,14,3,50000
Kingler,58.3,99,water,none,144.5,115.6,93,1553975,19.5,1500,Bubble,Crabhammer,X-Scissor,5,4,3,50000
Simipour,58.3,516,water,none,136,95.8,126,1642252,23.5,1496,Water Gun,Surf,Crunch,15,15,3,50000
Whirlipede (Shadow),58.3,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Gyro Ball,6,6,1,10000
Skorupi (Shadow),58.2,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Corphish (Shadow),57.9,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Vise Grip,4,4,3,50000
Chespin,57.6,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,5,3,10000
Roselia,57.6,315,grass,poison,138.6,105.9,110,1614895,29.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Skorupi,57.6,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Tatsugiri (Curly),57.4,978,dragon,water,137.4,108.1,109,1619434,20,1497,Water Gun,Surf,Outrage,15,20,5,75000
Tatsugiri (Droopy),57.4,978,dragon,water,137.4,108.1,109,1619434,20,1497,Water Gun,Surf,Outrage,15,20,5,75000
Tatsugiri (Stretchy),57.4,978,dragon,water,137.4,108.1,109,1619434,20,1497,Water Gun,Surf,Outrage,15,20,5,75000
Loudred,57.3,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Seel (Shadow),57.3,86,water,none,84,114.3,149,1430849,50,1098,Water Gun*,Aqua Tail,Icy Wind,12,15,3,50000
Krabby (Shadow),57.2,98,water,none,148.1,111.2,92,1515235,42,1498,Bubble,Vise Grip,Razor Shell,4,4,3,50000
Sawsbuck,57.2,586,normal,grass,129.4,101.9,131,1726893,23,1496,Feint Attack,Wild Charge,Trailblaze,8,8,3,50000
Seadra,57.2,117,water,none,131.3,117.6,110,1699030,26.5,1494,Dragon Breath,Hydro Pump,Dragon Pulse,19,14,3,50000
Chespin (Shadow),57.1,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,5,3,10000
Corphish,56.6,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Vise Grip,4,4,3,50000
Stantler (Shadow),56.6,234,normal,none,133.6,98.5,128,1683827,25.5,1500,Tackle,Wild Charge,Stomp,15,14,3,50000
Eevee,56.5,133,normal,none,100,108.4,135,1463320,50,1210,Quick Attack,Body Slam*,Swift,5,5,5,75000
Turtwig (Shadow),56.5,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Energy Ball,Body Slam,15,12,3,10000
Popplio,56,728,water,none,113.4,99.2,127,1428526,50,1276,Water Gun,Aqua Tail,Aqua Jet,12,14,3,10000
Turtwig,56,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Energy Ball,Body Slam,15,12,3,10000
