Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Kubfu,65.4,891,fighting,none,77.9,54.5,73,310309,10.5,493,Counter,Brick Break,Close Combat,7,8,20,100000
Mawile (Mega),65.4,303,steel,fairy,72.4,83.7,57,345418,8,500,Astonish,Iron Head,Play Rough,5,6,5,75000
Poipole,65.4,803,poison,none,70,63.4,80,354896,11,499,Peck,Fell Stinger,Sludge Bomb,5,7,20,100000
Regidrago,65.3,895,dragon,none,69.4,37.6,137,357398,6.5,498,Bite,Breaking Swipe,Dragon Energy*,25,23,20,100000
Scolipede,65.3,545,bug,poison,76.8,68.9,61,322800,7.5,499,Bug Bite,Aqua Tail,Gyro Ball,12,17,1,10000
Shroodle,65.3,944,poison,normal,78,50.8,81,321079,20.5,500,Mud Slap,Acid Spray,Poison Fang,5,4,3,50000
Lileep,65.1,345,rock,grass,56.4,84.3,93,442323,15,499,Acid,Ancient Power,Grass Knot,6,7,3,50000
Marowak (Alolan) (Shadow),65.1,105,fire,ghost,64.1,87,70,390287,10.5,500,Fire Spin,Bone Club,Fire Blast,4,8,3,50000
Nidorino,65.1,33,poison,none,69.2,61.8,83,355284,13.5,498,Poison Jab,Dig,Horn Attack,8,5,3,50000
Qwilfish (Shadow),65.1,211,water,poison,75.5,61.1,71,327787,9,497,Poison Sting,Acid Spray,Aqua Tail,5,4,3,50000
Sharpedo (Mega),65.1,319,water,dark,94.1,49.4,57,265161,6,500,Bite,Crunch,Hydro Pump,23,38,3,50000
Altaria (Mega),65,334,dragon,fairy,73.2,74.8,62,339570,6,499,Dragon Breath,Dazzling Gleam,Dragon Pulse,14,14,1,10000
Carvanha (Shadow),65,318,water,dark,100.5,30.5,81,248018,18.5,499,Bite,Aqua Jet,Poison Fang,20,20,3,50000
Larvitar (Shadow),65,246,rock,ground,68.9,62.1,85,363671,18.5,500,Bite,Ancient Power,Crunch,23,23,5,75000
Vaporeon,65,134,water,none,68.7,56.5,93,361124,6,500,Water Gun,Aqua Tail,Hydro Pump,12,25,5,75000
Blastoise,64.8,9,water,none,65.2,80.1,73,381507,7.5,500,Bite,Flash Cannon,Hydro Cannon*,33,20,3,10000
Crocalor,64.8,910,fire,none,69.5,61.3,84,357639,9.5,499,Bite,Crunch,Disarming Voice,23,23,3,10000
Gholdengo,64.8,1000,steel,ghost,78.4,61.5,66,318116,5.5,500,Astonish,Dazzling Gleam,Focus Blast,6,8,5,10000
Misdreavus (Shadow),64.8,200,ghost,none,72.2,68.4,70,346149,10,500,Astonish,Dark Pulse,Frustration<sup>†</sup>,5,7,3,50000
Ribombee,64.8,743,bug,fairy,78.3,62.4,65,317571,8.5,499,Charm,Bug Buzz,Dazzling Gleam,8,7,1,10000
Fomantis,64.7,753,grass,none,71.5,53.6,91,349099,26.5,500,Fury Cutter,Leaf Blade,Trailblaze,9,12,3,50000
Hippopotas,64.7,449,ground,none,64,66.5,91,387077,14,500,Bite,Body Slam,Dig,18,25,3,50000
Sewaddle,64.7,540,bug,grass,59.7,81.8,85,415595,20,499,Bug Bite,Seed Bomb,Silver Wind,14,15,1,10000
Sharpedo,64.7,319,water,dark,96.1,37.6,72,260199,8.5,500,Bite,Crunch,Hydro Pump,23,38,3,50000
Venusaur,64.7,3,grass,poison,70.9,70.9,70,351779,7,500,Razor Leaf,Frenzy Plant*,Petal Blizzard,12,17,3,10000
Grubbin,64.5,736,bug,none,69.9,58.5,87,356010,20,499,Bug Bite,Crunch,Vise Grip,15,14,1,10000
Vigoroth (Shadow),64.5,288,normal,none,67.4,65.4,84,370350,9.5,500,Counter,Body Slam,Brick Break,6,7,5,75000
Golduck,64.4,55,water,none,72.1,64.2,74,342431,7.5,498,Confusion,Bubble Beam,Cross Chop,3,3,3,50000
Kricketot,64.4,401,bug,none,50.4,74.8,108,407224,50,453,Bug Bite,Struggle,,34,0,1,10000
Marowak (Alolan),64.4,105,fire,ghost,64.1,87,70,390287,10.5,500,Fire Spin,Bone Club,Fire Blast,4,8,3,50000
Shieldon,64.4,410,rock,steel,50.7,132.4,73,490069,22.5,500,Iron Tail,Ancient Power,Heavy Slam,7,8,5,75000
Shieldon (Shadow),64.4,410,rock,steel,50.7,132.4,73,490069,22.5,500,Iron Tail,Ancient Power,Frustration<sup>†</sup>,7,10,5,75000
Carvanha,64.2,318,water,dark,100.5,30.5,81,248018,18.5,499,Bite,Aqua Jet,Poison Fang,20,20,3,50000
Dusknoir (Shadow),64.2,477,ghost,none,69,98.7,53,361125,8,500,Astonish,Dark Pulse,Dynamic Punch,5,5,3,50000
Growlithe (Shadow),64.2,58,fire,none,73,55.9,83,338348,15,497,Ember,Body Slam,Flamethrower,4,7,3,50000
Gurdurr (Shadow),64.2,533,fighting,none,72.5,57.8,82,343236,8.5,499,Low Kick,Brick Break,Frustration<sup>†</sup>,5,9,5,75000
Ivysaur,64.2,2,grass,poison,68.7,70,75,360635,11,498,Razor Leaf,Power Whip,Sludge Bomb,13,13,3,10000
Medicham,64.2,308,fighting,psychic,61.4,80.5,82,405019,13.5,499,Counter,Dynamic Punch,Ice Punch,8,7,3,50000
Tirtouga,64.2,564,water,rock,66.5,77.6,73,376317,13,500,Water Gun,Ancient Power,Body Slam,15,12,5,75000
Urshifu (Rapid Strike),64.2,892,fighting,water,76.9,55.7,69,295761,5,478,Counter,Aqua Jet,Brick Break,7,7,20,100000
Vullaby,64.2,629,dark,flying,57.3,78.4,97,435774,15.5,500,Air Slash,Brave Bird,Dark Pulse,7,6,5,75000
Bidoof (Shadow),64.1,399,normal,none,58.8,61.6,116,420813,27.5,499,Tackle,Crunch,Frustration<sup>†</sup>,15,24,1,10000
Croconaw (Shadow),64.1,159,water,none,68.2,69.6,77,365535,11,499,Scratch,Crunch,Frustration<sup>†</sup>,23,35,3,10000
Darumaka (Galarian),64.1,554,ice,none,75.6,48.2,90,327845,13,498,Ice Fang,Ice Beam,Ice Punch,10,7,3,50000
Hoppip,64.1,187,grass,flying,55.3,83.3,98,451719,38,500,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Krookodile,64.1,553,ground,dark,78.2,54.7,75,320514,6.5,500,Mud Slap,Brick Break,Crunch,4,5,5,75000
Lapras,64.1,131,water,ice,61.1,66,101,407381,7,500,Frost Breath,Blizzard,Dragon Pulse*,15,11,5,75000
Magby,64.1,240,fire,none,78.8,57.5,70,317274,14.5,500,Karate Chop,Fire Punch,Brick Break,5,5,5,10000
Poliwhirl,64.1,61,water,none,65.8,67.7,85,378713,13.5,500,Bubble,Bubble Beam,Mud Bomb,4,5,3,50000
Primeape,64.1,57,fighting,none,81.1,57.4,66,307112,8,499,Counter,Close Combat,Cross Chop*,8,6,3,50000
Pupitar (Shadow),64.1,247,rock,ground,69.7,64.1,80,357278,10.5,499,Bite,Ancient Power,Crunch,23,23,5,75000
Scraggy,64.1,559,dark,fighting,68,72.5,74,364613,14,499,Feint Attack,Acid Spray,Brick Break,8,7,3,50000
Snorlax,64.1,143,normal,none,62.3,59.1,109,401137,6,500,Lick,Body Slam,Earthquake,12,22,5,75000
Cetitan,63.9,975,ice,none,70,44,116,357176,6,500,Ice Shard,Avalanche,Body Slam,5,4,3,50000
Gyarados,63.9,130,water,flying,75.9,61.5,70,326852,5.5,500,Bite,Aqua Tail*,Crunch,18,23,1,10000
Lampent,63.9,608,ghost,fire,77.1,57.6,73,324215,11,500,Astonish,Energy Ball,Flame Burst,5,6,5,75000
Meowth,63.9,52,normal,none,65.4,63.3,91,376964,26,499,Bite,Body Slam*,Dark Pulse,18,25,3,50000
Whimsicott,63.9,547,grass,fairy,69.1,78.1,67,361602,9.5,499,Charm,Grass Knot,Hurricane,7,8,1,10000
Centiskorch,63.8,851,fire,bug,75.1,56,79,332533,6.5,500,Bug Bite,Bug Buzz,Crunch,20,15,5,75000
Chespin,63.8,650,grass,none,64.3,66.5,91,388908,17.5,500,Vine Whip,Seed Bomb,Body Slam,5,5,3,10000
Drowzee (Shadow),63.8,96,psychic,none,54.2,86.8,98,460423,19,500,Confusion,Frustration<sup>†</sup>,Psybeam,5,5,3,50000
Ferroseed (Shadow),63.8,597,grass,steel,52.6,104.1,86,471164,21,498,Tackle,Iron Head,Flash Cannon,17,22,3,75000
Oddish,63.8,43,grass,poison,71.1,67.9,73,352076,16,500,Razor Leaf,Sludge Bomb,Seed Bomb,13,10,3,50000
Phantump,63.8,708,ghost,grass,71.1,65,76,350963,17,499,Astonish,Shadow Ball,Seed Bomb,5,4,5,75000
Raticate (Shadow),63.8,20,normal,none,73.1,67.8,69,342013,11,500,Bite,Dig,Frustration<sup>†</sup>,25,35,1,10000
Butterfree,63.6,12,bug,flying,74,62.3,73,336907,10.5,499,Bug Bite*,Bug Buzz,Psychic,20,19,1,10000
Hypno,63.6,97,psychic,none,59.5,82.7,85,418558,9,499,Confusion,Fire Punch,Focus Blast,3,6,3,50000
Mankey (Shadow),63.6,56,fighting,none,82.3,51.3,72,303937,16,500,Karate Chop,Brick Break,Cross Chop,5,4,3,50000
Pikipek,63.6,731,normal,flying,85.7,44.1,77,290856,21,499,Peck,Aerial Ace,Drill Peck,6,5,1,10000
Sawk,63.6,539,fighting,none,82.1,56.2,66,304521,7,499,Low Kick,Body Slam,Brick Break,5,5,5,75000
Hypno (Shadow),63.4,97,psychic,none,59.5,82.7,85,418558,9,499,Confusion,Fire Punch,Focus Blast,3,6,3,50000
Bergmite,63.3,712,ice,none,64.7,71.1,84,385989,16,500,Bite,Crunch,Icy Wind,23,23,3,50000
Grafaiai,63.3,945,poison,normal,78.7,62,65,317161,8.5,499,Mud Slap,Acid Spray,Poison Fang,5,4,3,50000
Graveler,63.3,75,rock,ground,70.1,75.6,67,355377,10,499,Mud Shot,Dig,Rock Blast,6,5,1,10000
Lucario (Mega),63.3,448,fighting,steel,91.7,54.9,54,271698,5,500,Bullet Punch,Aura Sphere,Blaze Kick,6,6,5,75000
Patrat,63.3,504,normal,none,67.4,58.2,93,364970,24.5,498,Bite,Dig,Grass Knot,25,25,1,10000
Phantump (Shadow),63.3,708,ghost,grass,71.1,65,76,350963,17,499,Astonish,Foul Play,Frustration<sup>†</sup>,4,7,5,75000
Rhyhorn (Shadow),63.3,111,ground,rock,65.2,64.3,91,381947,11.5,499,Mud Slap,Bulldoze,Frustration<sup>†</sup>,5,7,3,50000
Slowbro (Mega),63.3,80,water,psychic,68.8,78.9,67,363862,5,500,Confusion,Drain Punch,Ice Beam,3,4,3,50000
Watchog (Shadow),63.3,505,normal,none,73.2,66.7,70,341455,10.5,500,Bite,Crunch,Frustration<sup>†</sup>,23,35,1,10000
Zygarde (50% Forme),63.3,718,dragon,ground,65.8,75.3,76,376524,5.5,498,Bite,Bulldoze,Crunch,23,23,20,100000
Chatot,63.1,441,normal,flying,81.4,45.5,83,307081,10.5,500,Peck,Heat Wave,Night Shade,6,6,5,75000
Drowzee,63.1,96,psychic,none,54.2,86.8,98,460423,19,500,Confusion,Psybeam,Psychic,5,4,3,50000
Swanna (Shadow),63.1,581,water,flying,74.3,57.9,78,335858,9,500,Air Slash,Aqua Jet,Bubble Beam,5,5,3,50000
Bastiodon,63,411,rock,steel,47.2,144,78,530296,13,500,Iron Tail,Flamethrower,Flash Cannon,8,10,5,75000
Bellossom,63,182,grass,none,67.1,77.1,72,372376,8.5,500,Acid,Dazzling Gleam,Leaf Blade,7,5,3,50000
Cofagrigus,63,563,ghost,none,64.7,96.1,62,385754,8.5,499,Astonish,Dark Pulse,Psychic,5,6,3,50000
Malamar (Mega),63,687,dark,psychic,69.4,75.5,69,361092,6,500,Peck,Foul Play,Hyper Beam,5,10,3,50000
Misdreavus,63,200,ghost,none,72.2,68.4,70,346149,10,500,Astonish,Dark Pulse,Ominous Wind,5,5,3,50000
Shiinotic,63,756,grass,fairy,67.2,77.3,71,368774,10,500,Astonish,Moonblast,Seed Bomb,6,4,3,50000
Amoonguss (Shadow),62.8,591,grass,poison,63.5,60.7,102,393569,9,500,Astonish,Foul Play,Frustration<sup>†</sup>,4,7,3,50000
Bunnelby,62.8,659,normal,none,58.3,70.5,104,427737,44,500,Mud Slap,Bulldoze,Dig,5,5,1,10000
Loudred,62.8,294,normal,none,70.2,48.3,105,356220,14.5,500,Bite,Disarming Voice,Flamethrower,23,28,1,10000
Arcanine,62.7,59,fire,none,77.5,57,73,322572,6.5,500,Bite*,Bulldoze*,Crunch,23,23,3,50000
Diggersby,62.7,660,normal,ground,55.9,80.9,99,447640,13,500,Mud Shot,Dig,Earthquake,6,8,1,10000
Golurk,62.7,623,ground,ghost,77.5,56.7,73,320674,6.5,498,Astonish,Dynamic Punch,Earth Power,5,5,5,75000
Lickilicky,62.7,463,normal,none,61.3,71,93,404707,7.5,498,Lick,Body Slam*,Earthquake,12,22,3,50000
Pikipek (Shadow),62.7,731,normal,flying,85.7,44.1,77,290856,21,499,Peck,Aerial Ace,Drill Peck,6,5,1,10000
Seedot,62.7,273,grass,none,58.2,71.4,103,428038,37.5,499,Bullet Seed,Grass Knot,Foul Play,4,4,3,50000
Skiploom,62.7,188,grass,flying,56.8,80.1,96,436144,20,497,Bullet Seed,Dazzling Gleam,Energy Ball,5,4,3,50000
Snivy (Shadow),62.7,495,grass,none,58.9,78.2,91,419213,23,498,Vine Whip,Seed Bomb,Wrap,5,6,3,10000
Fletchinder,62.5,662,fire,flying,71.8,58.3,83,347197,13,500,Ember,Aerial Ace,Flame Charge,5,6,1,10000
Glalie (Shadow),62.5,362,ice,none,66.3,69.9,81,375674,9,500,Frost Breath,Avalanche,Frustration<sup>†</sup>,9,14,3,50000
Heatmor,62.5,631,fire,none,78,53.3,77,320221,8,500,Fire Spin,Flamethrower,Power-Up Punch,6,4,3,50000
Hippowdon,62.5,450,ground,none,68.1,66.1,81,364699,6,498,Bite,Body Slam,Earthquake,18,33,3,50000
Luxio (Shadow),62.5,404,electric,none,77,52,80,320017,12.5,497,Bite,Crunch,Frustration<sup>†</sup>,23,35,5,75000
Minccino,62.5,572,normal,none,64.6,59.6,100,384969,22.5,500,Charm,Aqua Tail,Swift,5,5,3,50000
Skeledirge,62.5,911,fire,ghost,70.8,63.1,79,352623,6.5,500,Bite,Blast Burn*,Crunch,25,23,3,10000
Venusaur (Mega),62.5,3,grass,poison,74.3,75.8,59,332106,5,497,Razor Leaf,Frenzy Plant*,Petal Blizzard,12,17,3,10000
Crobat,62.4,169,poison,flying,70.5,67.4,74,351820,7,499,Air Slash,Air Cutter,Cross Poison,4,4,1,10000
Houndstone,62.4,972,ghost,none,69.2,75.4,69,360131,7.5,500,Bite,Dig,Play Rough,25,30,3,50000
Vibrava (Shadow),62.4,329,ground,dragon,72.6,59.4,79,340770,15.5,500,Dragon Breath,Bug Buzz,Bulldoze,15,12,5,75000
Aerodactyl,62.2,142,rock,flying,78.6,56.9,71,317547,7,500,Bite,Ancient Power,Earth Power,23,25,5,75000
Ekans,62.2,23,poison,none,69.6,67.7,76,358086,20.5,499,Acid,Gunk Shot*,Poison Fang,10,5,3,50000
Falinks (Mega),62.2,870,fighting,none,81.9,70.8,51,295633,5,495,Counter,Brick Break,Megahorn,7,10,5,75000
Furfrou,62.2,676,normal,none,67.1,71.9,77,371751,9,499,Bite,Dark Pulse,Grass Knot,25,25,5,75000
Diancie (Mega),62.1,719,rock,fairy,90.8,63.7,38,219655,4,450,Rock Throw,Moonblast,Power Gem,12,10,20,100000
Salandit,62.1,757,poison,fire,77.1,51.8,81,323383,17,500,Poison Jab,Poison Fang,Flamethrower,6,8,3,50000
Tentacruel,62.1,73,water,poison,63.8,82.9,74,391454,8,500,Acid,Acid Spray,Blizzard,6,10,3,50000
Swadloon,61.9,541,bug,grass,59.5,87.5,80,416264,14,499,Bug Bite,Bug Buzz,Energy Ball,20,15,1,10000
Swanna,61.9,581,water,flying,74.3,57.9,78,335858,9,500,Air Slash,Aqua Jet,Bubble Beam,5,5,3,50000
Amaura (Shadow),61.8,698,rock,ice,64,62,98,388644,14,499,Frost Breath,Ancient Power,Aurora Beam,9,12,5,75000
Bagon (Shadow),61.8,371,dragon,none,74.9,57.5,77,331660,16.5,500,Bite,Crunch,Flamethrower,23,28,5,75000
Hitmontop,61.8,237,fighting,none,70.7,87.5,57,352754,9,500,Counter,Close Combat,Gyro Ball,8,9,5,75000
Larvitar,61.8,246,rock,ground,68.9,62.1,85,363671,18.5,500,Bite,Ancient Power,Crunch,23,23,5,75000
Purrloin (Shadow),61.8,509,dark,none,68.8,59.4,89,363532,25.5,500,Scratch,Dark Pulse,Frustration<sup>†</sup>,25,35,1,10000
Skarmory,61.8,227,steel,flying,60.7,95.1,71,410071,9,499,Air Slash,Brave Bird,Flash Cannon,7,8,5,75000
Torracat,61.8,726,fire,none,78.9,51.4,78,316221,11,500,Bite,Crunch,Flamethrower,23,28,3,10000
Turtwig,61.8,387,grass,none,65.7,66.8,86,377548,16,498,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Baltoy (Shadow),61.6,343,ground,psychic,54.6,93.8,89,455994,25.5,499,Confusion,Dig,Frustration<sup>†</sup>,4,5,3,50000
Hoppip (Shadow),61.6,187,grass,flying,55.3,83.3,98,451719,38,500,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Mienshao,61.6,620,fighting,none,91.5,48.9,61,272860,7,500,Force Palm,Blaze Kick,Brick Break,4,4,3,50000
Sneasel (Hisuian) (Shadow),61.6,215,fighting,poison,77.9,63.9,64,318797,9,499,Poison Jab,Aerial Ace,Close Combat,7,7,3,50000
Walrein,61.6,365,ice,water,65.3,66,89,383595,7,500,Frost Breath,Blizzard,Earthquake,15,13,3,50000
Arctibax,61.5,997,dragon,ice,70.7,57.1,87,351567,9,500,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Bunnelby (Shadow),61.5,659,normal,none,58.3,70.5,104,427737,44,500,Mud Slap,Bulldoze,Dig,5,5,1,10000
Heracross,61.5,214,bug,fighting,78.3,62.3,65,317214,6,499,Counter,Close Combat,Earthquake,8,11,3,50000
Raboot,61.5,814,fire,none,75.3,58,76,332121,10.5,500,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Shuppet (Shadow),61.5,353,ghost,none,81.6,46,81,303772,18.5,497,Astonish,Frustration<sup>†</sup>,Night Shade,7,5,3,50000
Charmeleon,61.3,5,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Fire Punch,Flamethrower,5,7,3,10000
Feraligatr,61.3,160,water,none,71.8,68.1,71,347065,6.5,499,Bite,Crunch,Hydro Cannon*,23,20,3,10000
Lombre,61.3,271,water,grass,62,71.6,90,399451,16,499,Bubble,Bubble Beam,Grass Knot,4,5,3,50000
Tyranitar (Mega),61.3,248,rock,dark,76.6,68.8,56,295498,3.5,478,Bite,Brutal Swing,Crunch,18,23,5,75000
Vibrava,61.3,329,ground,dragon,72.6,59.4,79,340770,15.5,500,Dragon Breath,Bug Buzz,Bulldoze,15,12,5,75000
Simisear,61.2,514,fire,none,79.2,55.5,72,316581,8,500,Bite,Crunch,Fire Blast,23,40,3,50000
Urshifu (Single Strike),61.2,892,fighting,dark,76.9,55.7,69,295761,5,478,Counter,Brick Break,Close Combat,7,8,20,100000
Lairon (Shadow),61,305,steel,rock,66.6,84.3,67,376215,9.5,500,Iron Tail,Body Slam,Frustration<sup>†</sup>,5,10,1,10000
Rotom,61,479,electric,ghost,77.1,69.5,60,321690,9,499,Astonish,Ominous Wind,Thunder,5,6,5,75000
Sinistea,61,854,ghost,none,76,60.2,72,329458,16.5,500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Yanmega,61,469,bug,flying,78.8,57.4,70,316523,6.5,499,Bug Bite,Aerial Ace,Ancient Power,15,15,3,50000
Dusknoir,60.9,477,ghost,none,69,98.7,53,361125,8,500,Astonish,Dark Pulse,Dynamic Punch,5,5,3,50000
Machamp,60.9,68,fighting,none,79.8,55.3,71,313734,6.5,500,Bullet Punch,Close Combat,Cross Chop,7,5,3,50000
Talonflame,60.9,663,fire,flying,69.8,65.9,77,353967,8.5,499,Fire Spin,Brave Bird,Fire Blast,6,8,1,10000
Thwackey,60.9,811,grass,none,71.4,62.1,79,350336,10,500,Razor Leaf,Energy Ball,Grass Knot,12,13,3,10000
Volcarona,60.9,637,bug,fire,82,60,62,305062,5.5,500,Bug Bite,Bug Buzz,Hurricane,20,20,5,75000
Dottler,60.7,825,bug,psychic,53.7,100.9,86,465666,19.5,500,Confusion,Bug Buzz,Psychic,5,4,1,10000
Drakloak,60.7,886,dragon,ghost,75.7,53.9,81,330415,11.5,500,Astonish,Dragon Pulse,Outrage,6,6,5,75000
Malamar,60.7,687,dark,psychic,67.9,67.2,80,364947,8,499,Peck,Foul Play,Hyper Beam,5,10,3,50000
Marshtomp,60.7,259,water,ground,69.7,64.1,80,357278,10.5,500,Mud Shot,Mud Bomb,Sludge,5,5,3,10000
Quaquaval,60.7,914,water,fighting,80.5,56.7,68,310348,6.5,500,Low Kick,Aerial Ace,Aqua Jet,6,5,3,10000
Shelgon (Shadow),60.7,372,dragon,none,72.4,65.4,73,345402,9.5,500,Dragon Breath,Crunch,Dragon Pulse,12,14,5,75000
Hoothoot (Shadow),60.6,163,normal,flying,52.2,74.2,124,480032,30.5,500,Feint Attack,Aerial Ace,Frustration<sup>†</sup>,8,12,1,10000
Ninetales,60.6,38,fire,none,67.1,79.5,70,372948,8.5,500,Ember*,Energy Ball*,Fire Blast*,5,9,3,50000
Numel (Shadow),60.6,322,fire,ground,70.3,53.3,95,355683,18,500,Ember,Stomp,Bulldoze,5,5,3,50000
Pachirisu,60.6,417,electric,none,52.4,99.9,90,470944,16,497,Spark,Hyper Fang,Thunder,8,9,5,75000
Sneasel (Hisuian),60.6,215,fighting,poison,77.9,63.9,64,318797,9,499,Poison Jab,Aerial Ace,Close Combat,7,7,3,50000
Corvisquire (Shadow),60.4,822,flying,none,66.5,62.5,90,373851,14,499,Air Slash,Frustration<sup>†</sup>,Payback,8,7,1,10000
Exeggcute (Shadow),60.4,102,grass,psychic,60.2,75.4,91,413424,16.5,500,Confusion,Seed Bomb,Ancient Power,3,4,3,50000
Tauros (Aqua),60.4,128,fighting,water,74.1,69.8,65,336211,6.5,499,Double Kick,Aqua Jet,Earthquake,4,6,3,50000
Togekiss,60.4,468,fairy,flying,73.5,71,65,339015,5.5,499,Air Slash,Aerial Ace,Ancient Power,5,5,3,50000
Pupitar,60.3,247,rock,ground,69.7,64.1,80,357278,10.5,499,Bite,Ancient Power,Crunch,23,23,5,75000
Sirfetch'd,60.3,865,fighting,none,84.5,60.4,58,296035,6.5,500,Counter,Brave Bird,Close Combat,10,8,3,50000
Armaldo,60.1,348,rock,bug,78.2,63.1,65,320383,6.5,500,Fury Cutter,Cross Poison,Liquidation,9,12,3,50000
Blastoise (Mega),60.1,9,water,none,77.8,71.1,58,320829,5,499,Bite,Flash Cannon,Hydro Cannon*,33,20,3,10000
Dartrix,60.1,723,grass,flying,64.7,66.9,89,385246,11,499,Leafage,Brave Bird,Energy Ball,7,6,3,10000
Grookey,60.1,810,grass,none,70.4,59.2,84,350361,17.5,499,Razor Leaf,Grass Knot,Energy Ball,13,12,3,10000
Grotle (Shadow),60.1,388,grass,none,68,66.3,81,365480,10,500,Bite,Body Slam,Energy Ball,18,23,3,10000
Hitmonchan,60.1,107,fighting,none,74.7,78.8,57,335394,8,500,Bullet Punch,Brick Break*,Close Combat,6,7,5,75000
Moltres,60.1,146,fire,flying,79.6,58.8,67,313296,5.5,500,Fire Spin,Ancient Power,Fire Blast,5,8,20,100000
Oricorio (Baile),60.1,741,fire,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Poliwag (Shadow),60.1,60,water,none,68,61.5,87,363932,23.5,498,Mud Shot,Body Slam,Mud Bomb,4,5,3,50000
Rhyperior,60.1,464,ground,rock,74,59.2,77,337447,5,500,Mud Slap,Breaking Swipe,Drill Run,5,4,3,50000
Rillaboom,60.1,812,grass,none,78,55.2,74,318870,6,500,Razor Leaf,Drum Beating,Earth Power,9,13,3,10000
Vespiquen,60.1,416,bug,flying,62.9,83.9,75,395800,9.5,499,Air Slash,Bug Buzz,Fell Stinger,7,4,3,50000
Yungoos,60.1,734,normal,none,78,44,92,315766,21.5,497,Bite,Crunch,Hyper Fang,23,25,1,10000
Blaziken (Mega),60,257,fire,fighting,93.8,50.1,56,262993,4.5,497,Counter,Aura Sphere,Blast Burn*,7,9,3,10000
Pelipper,60,279,water,flying,71.5,73.9,66,348938,9,500,Water Gun,Blizzard,Hurricane,25,20,3,50000
Rattata,60,19,normal,none,74.3,59,77,337437,27,500,Quick Attack,Body Slam,Dig,5,7,1,10000
Regice,60,378,ice,none,61.3,103.4,64,405804,6,499,Frost Breath,Blizzard,Earthquake,15,13,20,100000
Simipour,60,516,water,none,79.2,55.5,72,316581,8,500,Bite,Crunch,Hydro Pump,23,38,3,50000
Thievul,60,828,dark,none,70.3,69.1,73,354864,9,499,Quick Attack,Night Slash,Play Rough,5,8,1,10000
Tranquill (Shadow),60,520,normal,flying,71.8,58.3,83,347197,13,500,Air Slash,Aerial Ace,Frustration<sup>†</sup>,5,8,1,10000
Darmanitan (Galarian),59.8,555,ice,none,87,41.4,79,284730,6,499,Ice Fang,Avalanche,Ice Punch,8,7,3,50000
Infernape,59.8,392,fire,fighting,79.3,57.6,69,315166,7,500,Fire Spin,Blast Burn*,Close Combat,5,5,3,10000
Luxio,59.8,404,electric,none,77.6,52.5,79,321666,13,500,Bite,Crunch,Thunderbolt,23,28,5,75000
Poltchageist,59.8,1012,grass,ghost,76,60.2,72,329458,16.5,500,Astonish,Energy Ball,Poltergeist,5,8,3,50000
Raikou,59.8,243,electric,none,75.3,64.3,67,324216,5.5,496,Thunder Shock,Aura Sphere,Shadow Ball,5,6,20,100000
Shelgon,59.8,372,dragon,none,72.4,65.4,73,345402,9.5,500,Dragon Breath,Crunch,Dragon Pulse,12,14,5,75000
Kangaskhan,59.7,115,normal,none,67.1,63.1,88,372150,7.5,499,Low Kick,Brick Break*,Crunch,5,6,3,50000
Quilladin,59.7,651,grass,none,66.5,74.9,75,373300,11,500,Low Kick,Body Slam,Energy Ball,5,6,3,10000
Raticate,59.7,20,normal,none,73.1,67.8,69,342013,11,500,Bite,Dig,Hyper Beam,25,40,1,10000
Rookidee (Shadow),59.7,821,flying,none,66.8,58.8,95,372702,29.5,498,Air Slash,Frustration<sup>†</sup>,Payback,8,7,1,10000
Articuno,59.5,144,ice,flying,66.1,80.6,70,373152,6,497,Frost Breath,Ancient Power,Blizzard,9,15,20,100000
Claydol (Shadow),59.5,344,ground,psychic,60,99.9,69,413905,9.5,500,Confusion,Earthquake,Earth Power,5,4,3,50000
Avalugg,59.4,713,ice,none,64.5,81.2,74,387968,6,500,Bite,Avalanche,Body Slam,23,18,3,50000
Bagon,59.4,371,dragon,none,74.9,57.5,77,331660,16.5,500,Bite,Crunch,Flamethrower,23,28,5,75000
Cresselia,59.4,488,psychic,none,54,90.9,92,451675,6.5,494,Confusion,Aurora Beam,Future Sight,5,5,20,100000
Frigibax,59.2,996,dragon,ice,72.4,51.7,92,344793,15,500,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Oricorio (Pom-Pom),59.2,741,electric,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Salamence (Mega),59.2,373,dragon,flying,80.3,65.7,59,311347,4,500,Bite,Brutal Swing,Crunch,18,23,5,75000
Amaura,59.1,698,rock,ice,64,62,98,388644,14,499,Frost Breath,Ancient Power,Aurora Beam,9,12,5,75000
